Cooling Unit Error: Check connection cable
N/A
Cabinet
Signals from Cooling Unit
Alarm Activated:
No
Door Sensor:
CLOSED
Water Sensor:
OK
Smoke Sensor:
OK
Events Log
Log Entries: 1429
Refresh Log
Timestamp	Reporter	Target	Type	Event
2025-04-04 07:19:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 06:35:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-03 15:08:21	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 14:39:06	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 13:42:53	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 13:01:23	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 12:42:20	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 12:08:20	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 11:03:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 09:57:47	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 09:28:54	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-03 08:56:11	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 08:08:21	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-03 07:52:46	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-03 07:20:06	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 18:14:28	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 17:56:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 15:51:40	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 15:12:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 14:20:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 13:45:41	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 13:29:17	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 12:37:25	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 11:47:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 11:31:46	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 11:09:08	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 10:28:58	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 10:02:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 09:16:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 08:02:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-02 07:28:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-02 07:13:23	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 15:33:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-01 15:03:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 12:39:20	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 12:00:11	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-01 11:44:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 11:11:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 10:22:09	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-01 09:52:40	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-01 08:28:20	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-01 07:25:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-01 06:58:09	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 15:41:18	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 15:09:10	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-31 14:48:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-31 14:01:59	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 12:03:37	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 10:02:00	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 09:07:29	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 07:38:42	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-31 06:33:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 15:06:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 14:15:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 13:40:29	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 12:04:58	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 11:31:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 10:53:03	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 10:34:18	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 09:45:43	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 09:21:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-28 08:31:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 08:08:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-28 07:43:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 15:02:00	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 13:57:54	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 12:23:27	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-27 12:00:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 11:12:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 09:11:25	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-27 07:55:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 17:13:59	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 15:59:36	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 15:04:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 13:59:59	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 13:08:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 12:30:25	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-26 12:30:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 11:43:35	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 11:09:30	RCU	RCU	State	MODBUS has CONNECTED
2025-03-26 11:09:30	RCU	RCU	State	Machine status set to ON
2025-03-26 11:09:20	Controller	Controller	State	Controller start up!
2025-03-26 11:07:52	Display	Display	State	Screen Awakened from BLACKOUT by UPGRADE!
2025-03-26 11:03:20	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-26 10:12:17	Display	RCU	State	Request to modify Supply Air Target
2025-03-26 10:11:28	Display	RCU	State	Request to modify Supply Air Target
2025-03-26 10:01:11	Display	RCU	State	Request to modify Supply Air Target
2025-03-26 09:55:36	Display	RCU	State	Request to modify Supply Air Target
2025-03-26 09:51:42	Display	Display	State	Screen Awakened from SCREENSAVER by TOUCH!
2025-03-26 09:27:10	Display	RCU	State	Request to modify Supply Air Target
2025-03-26 08:58:28	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-26 08:39:38	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 07:59:00	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-26 07:11:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 16:02:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 14:51:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 14:14:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 13:34:14	API	RCU	Config	Modified ( supply-air-target )
2025-03-25 13:34:05	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-25 13:08:56	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 12:31:00	Display	Controller	Auth	User admin logged out AUTOMATICALLY!
2025-03-25 11:55:27	Display	RCU	State	Request to modify Supply Air Target
2025-03-25 11:54:24	Display	RCU	State	Request to modify Supply Air Target
2025-03-25 11:53:51	Display	RCU	State	Request to modify Supply Air Target
2025-03-25 11:53:41	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-25 11:52:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 11:03:30	API	RCU	Config	Modified ( supply-air-target )
2025-03-25 11:00:37	API	RCU	Config	Modified ( supply-air-target )
2025-03-25 10:59:28	API	RCU	Config	Modified ( supply-air-target )
2025-03-25 10:59:02	API	RCU	Config	Modified ( supply-air-target )
2025-03-25 10:58:18	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-25 10:56:01	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-25 10:20:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-25 08:31:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-25 08:14:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 15:43:58	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-24 15:09:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 14:11:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 12:59:55	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 11:58:30	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-24 11:32:58	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-24 10:53:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 10:07:20	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 08:20:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-24 07:12:58	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-23 11:09:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-23 10:50:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-22 09:10:03	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-22 06:07:04	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-22 05:29:23	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 16:13:14	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 14:10:39	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 13:44:57	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 13:25:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 12:29:34	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 11:50:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 11:34:34	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 11:19:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 10:05:22	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 09:13:29	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 08:43:45	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-21 08:23:25	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 07:36:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-21 06:45:52	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-20 15:17:17	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-20 12:56:21	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-20 12:39:14	API	RCU	Config	Modified ( supply-air-target )
2025-03-20 12:37:59	API	RCU	Config	Modified ( supply-air-target )
2025-03-20 12:37:51	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-20 11:05:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-20 09:59:06	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-20 09:05:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-20 07:47:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-20 07:18:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-19 18:23:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 18:05:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-19 16:21:41	Display	Controller	Auth	User admin logged out AUTOMATICALLY!
2025-03-19 15:12:33	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:12:27	Display	RCU	State	Request to set Machine State to ON
2025-03-19 15:12:27	RCU	RCU	State	Machine status set to ON
2025-03-19 15:12:11	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:12:07	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-19 15:11:50	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:11:44	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:11:27	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:11:15	Display	RCU	State	Request to modify Supply Air Target
2025-03-19 15:11:05	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-19 15:09:39	Display	Controller	Auth	User admin logged out MANUALLY!
2025-03-19 15:08:25	Display	Controller	Config	Modified ( general settings )
2025-03-19 15:08:20	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-19 14:27:53	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 14:12:29	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 13:29:42	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-19 12:50:42	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-19 12:10:09	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-19 12:01:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 11:32:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 11:00:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 10:18:53	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 08:59:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-19 08:11:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 07:42:16	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-19 07:23:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-18 16:34:01	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-18 15:09:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 13:12:12	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-18 12:41:08	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-18 11:21:06	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 09:39:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 09:00:16	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 08:36:03	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 08:04:59	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-18 07:37:03	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-17 15:43:24	RCU	RCU	State	Machine status set to OFF
2025-03-17 15:42:23	RCU	RCU	State	Machine status set to ON
2025-03-17 15:42:21	RCU	RCU	State	MODBUS has CONNECTED
2025-03-17 15:42:12	Controller	Controller	State	Controller start up!
2025-03-17 15:39:07	RCU	RCU	State	Machine status set to ON
2025-03-17 15:39:06	RCU	RCU	State	MODBUS has CONNECTED
2025-03-17 15:38:57	Controller	Controller	State	Controller start up!
2025-03-17 14:33:50	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-03-17 14:23:37	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-17 14:13:06	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-17 12:56:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-17 12:28:02	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-17 11:00:48	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-17 10:16:39	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-03-17 10:14:13	RCU	Cabinet	Alarm	Door Open Alarm
2025-03-17 09:51:52	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-17 09:50:23	RCU	RCU	State	MODBUS has CONNECTED
2025-03-17 09:50:23	RCU	RCU	State	Machine status set to ON
2025-03-17 09:50:13	Controller	Controller	State	Controller start up!
2025-03-17 09:15:07	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-17 08:07:28	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-17 07:25:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 17:27:08	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 17:09:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 15:32:55	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 14:35:39	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 13:37:52	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 12:49:35	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 12:15:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 11:08:28	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 10:50:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 10:08:05	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 09:39:07	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 09:09:29	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-14 08:28:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-14 07:25:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 16:04:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 15:31:03	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-13 14:54:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-13 14:03:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-13 13:42:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-13 12:34:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 11:38:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 11:01:47	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-13 09:59:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 09:05:24	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 08:02:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-13 07:19:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-12 16:24:06	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-12 15:45:38	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-12 15:03:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-12 14:39:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-12 13:08:12	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-12 12:25:18	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-11 12:59:32	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-03-11 12:59:28	RCU	RCU	State	MODBUS has CONNECTED
2025-03-11 12:59:28	RCU	RCU	State	Machine status set to ON
2025-03-11 12:59:18	Controller	Controller	State	Controller start up!
2025-03-11 12:42:48	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-11 12:31:27	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-11 12:25:53	RCU	RCU	State	MODBUS has CONNECTED
2025-03-11 12:25:53	RCU	RCU	State	Machine status set to ON
2025-03-11 12:25:44	Controller	Controller	State	Controller start up!
2025-03-11 12:19:04	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-11 12:17:49	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-11 12:17:33	API	Controller	Auth	User admin password reset to factory default!
2025-03-11 12:17:28	API	Controller	Auth	User admin password updated!
2025-03-11 12:17:24	API	Controller	Auth	User admin password reset to factory default!
2025-03-11 12:17:19	API	Controller	Auth	User admin logged out MANUALLY!
2025-03-11 12:17:08	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-11 12:14:40	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-11 10:53:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-11 09:54:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-11 09:12:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-11 08:15:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-11 07:12:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 15:16:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 13:46:36	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 12:20:23	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-10 11:00:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-10 10:35:08	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 09:19:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-10 08:45:22	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 07:52:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-10 06:33:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-07 18:23:01	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:21:47	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:21:09	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:20:54	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:20:37	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-07 18:20:32	Website	Controller	Auth	User admin log in FAILED! (Invalid user/pass)
2025-03-07 18:19:05	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:18:58	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-07 18:15:50	Website	Controller	Config	Modified ( timezone )
2025-03-07 18:15:42	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-07 17:47:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-07 16:21:01	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-07 15:02:17	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 14:31:07	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 13:37:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 12:20:57	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 11:38:45	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 10:13:00	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 09:42:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 09:25:44	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 08:43:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 08:06:30	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 07:39:34	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-07 07:20:05	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-06 16:05:23	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-06 13:36:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-06 12:33:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-06 10:47:33	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-06 10:28:49	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-06 10:28:42	API	Controller	Auth	User admin password reset to factory default!
2025-03-06 10:28:06	API	Controller	Auth	User admin log in FAILED! (Invalid user/pass)
2025-03-06 10:27:38	API	Controller	Auth	User admin logged out MANUALLY!
2025-03-06 10:26:15	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-06 10:25:43	API	Controller	Auth	User admin password updated!
2025-03-06 10:25:08	API	Controller	Auth	User admin log in SUCCESSFUL!
2025-03-06 09:45:09	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-06 08:26:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-06 07:27:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-05 15:30:33	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-05 14:14:38	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-05 13:46:03	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-03-05 13:00:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-05 12:14:03	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-03-05 11:14:52	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
