Cooling Unit Error: Check connection cable
N/A
Cabinet
Signals from Cooling Unit
Alarm Activated:
No
Door Sensor:
CLOSED
Water Sensor:
OK
Smoke Sensor:
OK
Events Log
Log Entries: 1429
Refresh Log
Timestamp	Reporter	Target	Type	Event
2025-06-10 08:10:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-10 05:41:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-09 14:52:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-09 12:35:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-09 07:55:46	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-06 12:55:36	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-06 10:57:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-06 09:20:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-06 06:13:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-06 05:33:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 15:22:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 14:31:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 11:53:39	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-06-05 11:25:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 08:56:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 07:57:38	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-06-05 07:41:54	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-05 05:36:42	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-04 14:04:34	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-04 11:02:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-04 10:25:56	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-04 09:44:49	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-06-04 09:18:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-06-04 08:51:28	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-04 08:00:58	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 15:07:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 13:35:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 12:02:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 11:01:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 09:51:17	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-06-03 09:33:19	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-03 08:56:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-06-02 13:09:40	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-30 14:17:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-30 12:33:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-30 11:17:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-30 08:48:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-30 06:21:29	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 15:14:38	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 13:35:33	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 12:55:56	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 09:19:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-29 08:59:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 06:12:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-29 05:33:05	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-28 15:18:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-28 14:58:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-28 14:07:56	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-28 12:30:27	RCU	RCU	State	Machine status set to ON
2025-05-28 12:30:25	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 12:30:15	Controller	Controller	State	Controller start up!
2025-05-28 12:28:41	Display	Display	State	Screen Awakened from DISPLAY SLEEP by UPGRADE!
2025-05-28 12:16:17	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-28 09:45:14	RCU	RCU	State	Machine status set to ON
2025-05-28 09:45:13	Website	RCU	Config	Modified ( rcu remote on/off )
2025-05-28 09:44:31	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-28 09:43:21	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 09:43:11	Controller	Controller	State	Controller start up!
2025-05-28 09:33:55	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 09:33:55	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-05-28 09:33:45	Controller	Controller	State	Controller start up!
2025-05-28 09:32:02	Controller	Controller	State	Controller start up!
2025-05-28 09:30:58	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 09:30:58	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-05-28 09:30:48	Controller	Controller	State	Controller start up!
2025-05-28 09:30:02	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 09:30:02	RCU	RCU	State	Machine status set to ON
2025-05-28 09:30:02	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-05-28 09:29:52	Controller	Controller	State	Controller start up!
2025-05-28 09:28:57	RCU	RCU	State	MODBUS has CONNECTED
2025-05-28 09:28:57	RCU	RCU	State	Machine status set to ON
2025-05-28 09:28:57	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-05-28 09:28:47	Controller	Controller	State	Controller start up!
2025-05-28 09:28:22	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-05-28 09:24:15	RCU	Cabinet	Alarm	Door Open Alarm
2025-05-28 09:23:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-28 08:35:36	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-28 08:07:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-27 20:31:59	RCU	RCU	State	Machine status set to ON
2025-05-27 20:31:58	RCU	RCU	State	MODBUS has CONNECTED
2025-05-27 20:31:49	Controller	Controller	State	Controller start up!
2025-05-27 20:30:22	Display	Display	State	Screen Awakened from BLACKOUT by UPGRADE!
2025-05-27 20:17:19	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-27 15:18:46	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-27 14:13:35	RCU	Cabinet	Alarm	Door Open Alarm
2025-05-27 14:06:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by TOUCH!
2025-05-27 11:35:07	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-27 09:18:11	Website	Controller	Auth	User admin logged out MANUALLY!
2025-05-27 09:17:24	Website	RCU	Config	Modified ( supply-air-target )
2025-05-27 09:17:14	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-27 09:08:24	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-27 07:51:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-27 06:30:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-23 15:34:10	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-23 14:19:09	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-23 12:01:10	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-23 08:59:24	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-23 07:47:15	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 15:59:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-22 15:32:34	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 14:03:08	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-22 13:45:12	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-22 13:09:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 12:34:47	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 11:42:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 10:29:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-22 10:06:30	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-22 08:52:46	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-05-22 08:13:30	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-21 16:10:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-21 14:54:06	Display	Controller	Auth	User admin logged out MANUALLY!
2025-05-21 14:53:49	Display	RCU	State	Request to set Machine State to ON
2025-05-21 14:53:48	RCU	RCU	State	Machine status set to ON
2025-05-21 14:53:45	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-21 14:49:59	Display	Controller	Auth	User admin logged out MANUALLY!
2025-05-21 14:49:52	Display	RCU	State	Request to set Machine State to OFF
2025-05-21 14:49:52	RCU	RCU	State	Machine status set to OFF
2025-05-21 14:49:39	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-05-21 14:48:52	RCU	RCU	State	MODBUS has CONNECTED
2025-05-21 14:48:52	RCU	RCU	State	Machine status set to ON
2025-05-21 14:48:52	RCU	Cabinet	Alarm	Door Open Alarm
2025-05-21 14:48:42	Controller	Controller	State	Controller start up!
2025-05-21 11:06:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-05-09 08:47:17	Display	Display	State	Screen Awakened from DISPLAY SLEEP by TOUCH!
2025-04-24 15:11:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-24 10:38:45	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-24 10:37:44	RCU	Cabinet	Alarm	Door Open Alarm (closed)
2025-04-24 10:32:33	RCU	Cabinet	Alarm	Door Open Alarm
2025-04-24 10:21:13	Display	Controller	Auth	User admin logged out MANUALLY!
2025-04-24 10:21:09	RCU	RCU	State	Machine status set to OFF
2025-04-24 10:21:09	Display	RCU	State	Request to set Machine State to OFF
2025-04-24 10:21:04	Display	Controller	Auth	User admin log in SUCCESSFUL!
2025-04-24 10:18:46	RCU	Cabinet	Alarm	Door Open Alarm
2025-04-24 10:00:52	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-24 09:00:58	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-24 07:54:19	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 15:18:01	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 14:31:42	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-23 13:46:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 13:13:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 12:41:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-23 12:17:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-23 11:31:16	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-23 10:50:14	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 10:03:29	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-23 09:32:22	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-23 08:04:01	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-22 15:57:09	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 14:27:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 14:08:58	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 13:49:32	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-22 12:57:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 12:29:29	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 12:11:20	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-22 10:59:26	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 10:35:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 09:40:34	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 08:56:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 08:26:44	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-22 07:53:47	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-22 07:36:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-22 06:33:02	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 15:37:52	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 14:40:40	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 13:47:21	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 12:35:37	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 11:44:03	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 11:20:18	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 10:40:15	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 09:37:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 09:01:04	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 08:29:44	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-21 08:01:12	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 07:20:03	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-21 06:43:20	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-20 11:13:40	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-20 10:54:36	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-20 09:09:11	Website	Controller	Auth	User admin logged out MANUALLY!
2025-04-20 09:04:11	Website	RCU	Config	Modified ( supply-air-target )
2025-04-20 09:03:21	Website	RCU	Config	Modified ( supply-air-target )
2025-04-20 09:03:07	Website	Controller	Auth	User admin log in SUCCESSFUL!
2025-04-18 15:18:57	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 14:57:04	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 14:13:37	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-18 13:22:31	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 12:54:16	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-18 12:02:00	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 11:32:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 10:53:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-18 10:06:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-18 09:06:54	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 08:40:56	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 08:14:06	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-18 07:58:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-18 07:21:35	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 20:23:32	RCU	RCU	Alarm	Low Return Air Humidity Alarm
2025-04-17 16:03:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 15:30:42	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 14:57:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 14:19:35	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-17 13:30:29	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-17 12:44:21	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 11:46:23	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 10:49:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 10:00:33	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-17 09:30:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-17 09:00:13	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 08:22:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 07:27:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-17 06:29:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 16:20:37	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 15:03:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 14:11:27	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-16 13:47:22	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 12:26:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 11:01:07	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 09:35:54	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 08:27:38	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-16 08:06:18	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-16 07:25:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-15 15:13:12	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-15 14:47:15	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-15 14:15:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-15 12:53:05	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-15 12:02:33	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-15 10:24:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-15 09:23:32	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-15 07:21:54	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 15:36:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 14:50:35	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-14 14:20:12	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-14 13:15:59	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 12:25:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-14 11:49:20	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 11:06:49	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 08:45:25	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-14 08:20:22	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-14 07:59:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-14 07:24:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-13 19:24:40	RCU	RCU	Alarm	Low Return Air Humidity Alarm
2025-04-11 17:25:26	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-11 11:39:51	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-11 10:28:39	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-11 09:49:15	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-11 09:01:40	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-11 08:29:07	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-11 08:13:10	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-11 06:55:24	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 16:42:42	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 16:10:55	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 14:43:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 14:20:59	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 13:28:49	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 13:07:32	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 12:36:35	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 12:06:55	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 10:58:59	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 10:11:11	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-10 08:49:24	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 08:22:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 07:43:11	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-10 07:18:43	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 15:51:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 14:41:48	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 14:03:59	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 13:44:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 13:26:35	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 13:06:42	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 12:36:00	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 11:06:05	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 10:25:00	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 10:01:27	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 09:25:11	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 09:06:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 08:32:09	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-09 08:06:39	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-09 07:24:19	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 17:36:31	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 15:56:54	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 15:21:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 15:00:50	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 14:24:50	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 13:24:37	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 12:32:41	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 12:07:23	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 10:41:56	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 09:49:53	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 09:18:56	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-08 08:43:10	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 08:05:07	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-08 07:22:05	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 16:34:10	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 15:03:34	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 14:04:09	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 13:19:32	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 12:36:09	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 11:53:54	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 11:34:34	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 10:36:57	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-07 09:26:39	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 09:00:41	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 08:11:52	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 07:45:21	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 07:17:51	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-07 06:53:07	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 17:07:33	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 15:28:28	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 14:41:45	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 13:58:23	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-04 12:44:15	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-04 11:56:40	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-04 11:29:46	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
2025-04-04 10:13:59	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-04 09:03:42	Display	Display	State	Screen Awakened from SCREENSAVER by MOTION!
2025-04-04 08:02:19	Display	Display	State	Screen Awakened from DISPLAY SLEEP by MOTION!
